sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
BGG_KOSDC	NODE_110985_length_3601_cov_11.0	34008	species	Flavitalea sp014379345	7	6	5	0.83	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Flavitalea;s_Flavitalea sp014379345
BGG_KOSDC	NODE_119595_length_3463_cov_10.9	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
BGG_KOSDC	NODE_85131_length_4127_cov_10.8	2	superkingdom	Bacteria	1	1	1	1.0	d_Bacteria
BGG_KOSDC	NODE_93074_length_3940_cov_18.8	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
BGG_KOSDC	NODE_102626_length_3748_cov_15.0	5915	family	SG8-39	9	8	4	0.6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_SG8-39
BGG_KOSDC	NODE_112774_length_3571_cov_28.0	80310	species	DP-20 sp005879255	2	1	1	1.0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968;f_UBA9968;g_DP-20;s_DP-20 sp005879255
BGG_KOSDC	NODE_121426_length_3436_cov_29.3	20170	genus	Sphingomicrobium	7	7	4	0.66	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomicrobium
BGG_KOSDC	NODE_131650_length_3298_cov_49.8	15282	genus	Hyphomicrobium A	5	5	3	0.95	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium A
BGG_KOSDC	NODE_140396_length_3191_cov_7.7	75520	species	CADCWG01 sp902806335	2	2	1	0.5	d_Bacteria;p_Chloroflexota;c_Chloroflexia;o_Thermomicrobiales;f_UBA6265;g_CADCWG01;s_CADCWG01 sp902806335
BGG_KOSDC	NODE_151098_length_3075_cov_10.6	28206	species	Pseudorhodoplanes sinuspersici	4	3	3	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Pseudorhodoplanes;s_Pseudorhodoplanes sinuspersici
BGG_MOSDA	NODE_142_length_87064_cov_27.3	2924	family	Nocardioidaceae	103	94	52	0.65	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae
BGG_MOSDA	NODE_591_length_50848_cov_15.3	22707	family	DSM-16500	43	37	23	0.77	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_DSM-16500;f_DSM-16500
BGG_KOSDC	NODE_136255_length_3241_cov_5.6	6236	family	Gaiellaceae	5	5	4	0.98	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae
BGG_KOSDC	NODE_145174_length_3138_cov_16.9	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
BGG_KOSDC	NODE_158317_length_3003_cov_5.7	50749	species	Pseudomonas E frederiksbergensis H	2	2	1	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E;s_Pseudomonas E frederiksbergensis H
BGG_MOSDA	NODE_407_length_58851_cov_177.6	24	class	Actinomycetia	83	78	64	0.85	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_QOSDA	NODE_5026_length_26936_cov_64.8	2	superkingdom	Bacteria	26	25	23	0.9	d_Bacteria
BGG_QOSDA	NODE_6541_length_21798_cov_52.1	2	superkingdom	Bacteria	31	30	28	0.91	d_Bacteria
BGG_QOSDA	NODE_8242_length_17935_cov_16.0	15435	species	CAIVAT01 sp903885595	22	20	15	0.75	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_FEN-979;g_CAIVAT01;s_CAIVAT01 sp903885595
BGG_QOSDA	NODE_10542_length_14681_cov_14.0	40711	species	Draconibacterium sp016705335	18	18	11	0.68	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium sp016705335
BGG_QOSDA	NODE_14482_length_11405_cov_38.5	2	superkingdom	Bacteria	8	8	7	0.84	d_Bacteria
BGG_QOSDA	NODE_18157_length_9567_cov_20.3	28844	genus	Pelolinea	14	12	4	0.56	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_Pelolinea
BGG_POSDC	NODE_142328_length_3419_cov_6.8	5930	family	UBA10450	4	4	4	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_POSDC	NODE_157336_length_3225_cov_5.0	5930	family	UBA10450	4	4	2	0.51	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_POSDC	NODE_170925_length_3072_cov_11.2	39839	genus	DP-20	6	5	5	1.0	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968;f_UBA9968;g_DP-20
BGG_QOSDA	NODE_53_length_378355_cov_66.9	25130	family	UBA5829	306	281	146	0.55	d_Bacteria;p_Armatimonadota;c_UBA5829;o_UBA5829;f_UBA5829
BGG_QOSDA	NODE_263_length_181594_cov_63.0	13079	genus	UBA12481	173	161	119	0.76	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA12481;g_UBA12481
BGG_QOSDA	NODE_606_length_113031_cov_360.0	9736	genus	Draconibacterium	120	117	58	0.56	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_Draconibacterium
BGG_QOSDA	NODE_1094_length_79235_cov_322.6	25130	family	UBA5829	62	55	32	0.62	d_Bacteria;p_Armatimonadota;c_UBA5829;o_UBA5829;f_UBA5829
BGG_QOSDA	NODE_1818_length_57229_cov_52.8	13904	genus	UBA6249	58	56	31	0.57	d_Bacteria;p_Omnitrophota;c_Koll11;o_GIF10;f_UBA6249;g_UBA6249
BGG_QOSDA	NODE_2720_length_43350_cov_18.3	922	genus	CAINVV01	36	35	18	0.55	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Prolixibacteraceae;g_CAINVV01
BGG_QOSDA	NODE_4199_length_31074_cov_49.7	25005	order	SM23-33	22	17	10	0.62	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_SM23-33
BGG_BOSW	NODE_12834_length_8236_cov_202.7	12454	genus	Luteimonas	6	6	4	0.67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Luteimonas
BGG_BOSW	NODE_16194_length_6884_cov_7.3	29	order	Pseudomonadales	9	9	6	0.63	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales
BGG_BOSW	NODE_20807_length_5663_cov_12.9	164	class	Bacteroidia	6	6	6	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia
BGG_BOSW	NODE_28066_length_4507_cov_36.8	1105	order	Acidimicrobiales	5	5	3	0.51	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_BOSW	NODE_37373_length_3626_cov_7.8	24	class	Actinomycetia	5	5	5	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_BOSW	NODE_46464_length_3071_cov_15.9	35658	species	Arthrobacter I sp000427315	3	3	2	0.67	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae;g_Arthrobacter I;s_Arthrobacter I sp000427315
BGG_POSDC	NODE_515_length_49426_cov_26.9	6236	family	Gaiellaceae	47	45	26	0.61	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae
BGG_POSDC	NODE_1278_length_34614_cov_32.3	6913	family	UBA2999	36	34	22	0.7	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999
BGG_POSDC	NODE_2168_length_28262_cov_33.2	44930	species	JACQFZ01 sp016199745	36	36	20	0.6	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Acidiferrobacterales;f_Sulfurifustaceae;g_JACQFZ01;s_JACQFZ01 sp016199745
BGG_POSDC	NODE_3257_length_23753_cov_10.9	2	superkingdom	Bacteria	14	13	13	1.0	d_Bacteria
BGG_ROSDA	NODE_763_length_62233_cov_45.0	15530	genus	UBA2199	74	73	49	0.7	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_UBA2199;f_UBA2199;g_UBA2199
BGG_ROSDA	NODE_1574_length_41920_cov_133.3	76876	species	UBA4085 sp002383325	38	35	19	0.55	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_UBA4085;g_UBA4085;s_UBA4085 sp002383325
BGG_ROSDA	NODE_2863_length_28890_cov_23.8	25	order	Mycobacteriales	41	38	22	0.52	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales
BGG_ROSDA	NODE_4770_length_20740_cov_23.3	696	family	Micromonosporaceae	31	31	16	0.54	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Micromonosporaceae
BGG_ROSDA	NODE_7156_length_15847_cov_41.1	28844	genus	Pelolinea	21	21	9	0.63	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_Pelolinea
BGG_ROSDA	NODE_9852_length_12851_cov_12.7	2	superkingdom	Bacteria	11	10	9	1.0	d_Bacteria
BGG_ROSDA	NODE_14443_length_9997_cov_22.3	21944	family	Rubrobacteraceae	8	8	5	0.74	d_Bacteria;p_Actinobacteriota;c_Rubrobacteria;o_Rubrobacterales;f_Rubrobacteraceae
BGG_ROSDA	NODE_17744_length_8732_cov_20.3	50965	species	JACDDX01 sp013813435	9	8	6	0.86	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_ROSDA	NODE_23384_length_7278_cov_8.7	6354	species	UBA8958 sp903885795	8	8	5	0.58	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_UBA8958;g_UBA8958;s_UBA8958 sp903885795
BGG_ROSDA	NODE_30316_length_6123_cov_11.2	8712	genus	Desulfosporosinus	8	8	5	0.6	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_Desulfosporosinus
BGG_POSDC	NODE_63858_length_5381_cov_127.5	6912	order	Vicinamibacterales	9	7	3	0.73	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_POSDC	NODE_70332_length_5102_cov_143.8	77	class	Alphaproteobacteria	8	7	4	0.74	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria
BGG_POSDC	NODE_79864_length_4751_cov_10.2	951	family	Solirubrobacteraceae	7	6	4	0.52	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae
BGG_POSDC	NODE_90088_length_4443_cov_14.5	58278	genus	Miltoncostaea	3	3	3	1.0	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Miltoncostaeales;f_Miltoncostaeaceae;g_Miltoncostaea
BGG_POSDC	NODE_97666_length_4242_cov_24.0	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
BGG_POSDC	NODE_108872_length_3990_cov_14.4	38252	species	JACCZX01 sp013813185	5	4	2	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JACCZX01;s_JACCZX01 sp013813185
BGG_POSDC	NODE_121664_length_3742_cov_16.2	5931	genus	AV80	4	4	3	0.67	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450;g_AV80
BGG_POSDC	NODE_131131_length_3586_cov_7.6	3074	family	DSM-18226	4	4	4	1.0	d_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales B;f_DSM-18226
BGG_POSDC	NODE_144532_length_3390_cov_8.2	39910	species	AC-14 sp005888325	5	4	4	1.0	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_AC-14;g_AC-14;s_AC-14 sp005888325
BGG_POSDC	NODE_160394_length_3189_cov_53.5	18213	species	R-RK-3 sp002198715	4	4	3	0.75	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhodomicrobiaceae;g_R-RK-3;s_R-RK-3 sp002198715
BGG_QOSDA	NODE_74866_length_3411_cov_12.6	8040	species	UBA5619 sp003141195	6	5	5	1.0	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_UBA5619;g_UBA5619;s_UBA5619 sp003141195
BGG_QOSDA	NODE_89133_length_3027_cov_7.3	6185	species	Geothrix sp903873655	3	3	2	0.51	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_Geothrix;s_Geothrix sp903873655
BGG_KOSDC	NODE_219_length_86296_cov_34.8	13859	family	Polyangiaceae	66	60	48	0.81	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_KOSDC	NODE_675_length_49786_cov_33.8	13859	family	Polyangiaceae	34	26	22	0.86	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_KOSDC	NODE_1382_length_34604_cov_15.6	915	family	Steroidobacteraceae	45	43	21	0.53	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae
BGG_KOSDC	NODE_2083_length_28246_cov_12.7	138	family	Xanthomonadaceae	30	29	13	0.53	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae
BGG_KOSDC	NODE_3037_length_23312_cov_12.8	13148	family	Lacipirellulaceae	20	19	10	0.55	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae
BGG_KOSDC	NODE_4017_length_20299_cov_26.2	949	class	Thermoleophilia	27	27	18	0.68	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia
BGG_KOSDC	NODE_5475_length_17244_cov_10.2	1572	family	Chitinophagaceae	19	16	16	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae
BGG_KOSDC	NODE_7114_length_15098_cov_9.7	2340	family	Ilumatobacteraceae	7	5	3	0.51	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_Ilumatobacteraceae
BGG_POSDC	NODE_3008_length_24574_cov_15.3	77834	species	JAAKFR01 sp011064985	23	17	9	0.6	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_JAAKFR01;g_JAAKFR01;s_JAAKFR01 sp011064985
BGG_POSDC	NODE_4559_length_20400_cov_10.3	164	class	Bacteroidia	12	11	9	0.83	d_Bacteria;p_Bacteroidota;c_Bacteroidia
BGG_POSDC	NODE_5894_length_18092_cov_16.8	76142	species	WHTF01 sp009379725	21	20	18	0.94	d_Bacteria;p_Desulfobacterota B;c_Binatia;o_UBA9968;f_UBA9968;g_WHTF01;s_WHTF01 sp009379725
BGG_POSDC	NODE_7762_length_16006_cov_19.4	1105	order	Acidimicrobiales	19	18	12	0.65	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales
BGG_POSDC	NODE_9299_length_14714_cov_12.3	2	superkingdom	Bacteria	13	11	11	1.0	d_Bacteria
BGG_POSDC	NODE_10804_length_13663_cov_26.6	69581	species	JACDDX01 sp013820855	19	18	15	0.93	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013820855
BGG_POSDC	NODE_12899_length_12450_cov_205.9	2927	class	Limnocylindria	15	14	8	0.69	d_Bacteria;p_Chloroflexota;c_Limnocylindria
BGG_POSDC	NODE_15730_length_11293_cov_42.6	183	order	Rhizobiales	16	15	10	0.8	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_POSDC	NODE_19689_length_10094_cov_13.2	24	class	Actinomycetia	5	3	2	0.52	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_POSDC	NODE_23750_length_9173_cov_32.2	15179	family	Hyphomicrobiaceae	9	9	7	0.75	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
BGG_POSDC	NODE_4696_length_20120_cov_11.8	22022	genus	Daejeonella	25	25	19	0.85	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Daejeonella
BGG_POSDC	NODE_6033_length_17905_cov_13.1	2924	family	Nocardioidaceae	14	10	6	0.6	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae
BGG_POSDC	NODE_7820_length_15943_cov_16.2	950	order	Solirubrobacterales	17	14	8	0.66	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
BGG_POSDC	NODE_9404_length_14631_cov_15.7	248	order	Chlamydiales	12	10	7	0.71	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales
BGG_POSDC	NODE_10912_length_13592_cov_14.5	5930	family	UBA10450	14	14	14	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_POSDC	NODE_13091_length_12359_cov_17.8	24	class	Actinomycetia	15	15	9	0.76	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_POSDC	NODE_16024_length_11191_cov_12.2	2	superkingdom	Bacteria	9	9	5	0.5	d_Bacteria
BGG_POSDC	NODE_20111_length_9986_cov_11.8	27	genus	Mycobacterium	10	10	8	0.8	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_POSDC	NODE_23847_length_9153_cov_10.5	2927	class	Limnocylindria	11	10	6	0.62	d_Bacteria;p_Chloroflexota;c_Limnocylindria
BGG_POSDC	NODE_27829_length_8430_cov_17.6	949	class	Thermoleophilia	14	14	9	0.67	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia
BGG_KOSDC	NODE_2924_length_23725_cov_29.9	2	superkingdom	Bacteria	18	17	16	0.94	d_Bacteria
BGG_KOSDC	NODE_3870_length_20676_cov_16.6	6912	order	Vicinamibacterales	23	20	12	0.66	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_KOSDC	NODE_5037_length_18014_cov_12.5	477	family	Sphingomonadaceae	11	10	6	0.6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae
BGG_KOSDC	NODE_6900_length_15354_cov_13.7	35458	genus	JACDBZ01	14	14	7	0.5	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_QHBO01;f_QHBO01;g_JACDBZ01
BGG_KOSDC	NODE_9258_length_13138_cov_21.7	915	family	Steroidobacteraceae	11	8	5	0.63	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae
BGG_KOSDC	NODE_11621_length_11666_cov_34.4	14876	genus	PSRF01	7	6	5	0.99	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae;g_PSRF01
BGG_KOSDC	NODE_14486_length_10362_cov_11.3	477	family	Sphingomonadaceae	8	7	4	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae
BGG_KOSDC	NODE_17298_length_9460_cov_8.0	6672	family	Pyrinomonadaceae	9	9	7	0.87	d_Bacteria;p_Acidobacteriota;c_Blastocatellia;o_Pyrinomonadales;f_Pyrinomonadaceae
BGG_KOSDC	NODE_20915_length_8578_cov_9.4	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
BGG_KOSDC	NODE_24663_length_7859_cov_82.8	15179	family	Hyphomicrobiaceae	11	11	9	0.89	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
BGG_MOSDA	NODE_5049_length_20005_cov_14.0	3811	genus	Bosea	40	36	24	0.73	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Beijerinckiaceae;g_Bosea
BGG_MOSDA	NODE_6569_length_17603_cov_11.6	27	genus	Mycobacterium	24	24	22	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_MOSDA	NODE_8388_length_15549_cov_15.9	1373	family	Xanthobacteraceae	17	15	10	0.64	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_MOSDA	NODE_11071_length_13514_cov_312.4	8712	genus	Desulfosporosinus	6	6	3	0.6	d_Bacteria;p_Firmicutes B;c_Desulfitobacteriia;o_Desulfitobacteriales;f_Desulfitobacteriaceae;g_Desulfosporosinus
BGG_MOSDA	NODE_13952_length_11956_cov_32.6	69351	species	Nitrosospira sp900102495	12	10	5	0.69	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosospira;s_Nitrosospira sp900102495
BGG_MOSDA	NODE_16786_length_10808_cov_13.5	73730	species	CF-16 sp005883615	10	9	6	0.74	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_Limnocylindrales;f_CSP1-4;g_CF-16;s_CF-16 sp005883615
BGG_MOSDA	NODE_19979_length_9839_cov_25.4	65061	species	Palsa-1315 sp014379455	11	9	6	0.67	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315;s_Palsa-1315 sp014379455
BGG_MOSDA	NODE_24058_length_8907_cov_20.3	25917	genus	GCA-002793235	4	3	3	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Flavobacteriales;f_Vicingaceae;g_GCA-002793235
BGG_MOSDA	NODE_26922_length_8392_cov_9.7	52213	species	2-02-FULL-42-43 sp013287505	2	2	1	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Coxiellales;f_Coxiellaceae;g_2-02-FULL-42-43;s_2-02-FULL-42-43 sp013287505
BGG_MOSDA	NODE_30835_length_7781_cov_17.4	183	order	Rhizobiales	6	6	6	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_KOSDC	NODE_17122_length_9506_cov_7.3	1058	genus	Phyllobacterium	13	12	7	0.5	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales A;f_Rhizobiaceae A;g_Phyllobacterium
BGG_KOSDC	NODE_20656_length_8635_cov_53.7	15282	genus	Hyphomicrobium A	10	9	8	0.86	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium A
BGG_KOSDC	NODE_23891_length_7993_cov_10.2	25	order	Mycobacteriales	5	5	3	0.74	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales
BGG_KOSDC	NODE_27130_length_7475_cov_11.4	1	no rank	root	6	6	6	1.0	-_root
BGG_KOSDC	NODE_31642_length_6892_cov_9.2	17275	genus	VBCG01	10	10	4	0.65	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_VBCG01
BGG_KOSDC	NODE_35150_length_6531_cov_14.2	24420	genus	Steroidobacter A	8	7	5	0.71	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae;g_Steroidobacter A
BGG_KOSDC	NODE_39917_length_6111_cov_9.4	4	class	Gammaproteobacteria	9	8	4	0.51	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
BGG_KOSDC	NODE_43856_length_5819_cov_7.1	12996	genus	Chitinophaga	3	3	3	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga
BGG_KOSDC	NODE_50412_length_5415_cov_8.7	3	phylum	Proteobacteria	5	5	4	0.69	d_Bacteria;p_Proteobacteria
BGG_KOSDC	NODE_55066_length_5173_cov_10.2	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
BGG_QOSDA	NODE_6518_length_21859_cov_30.1	6493	order	Sedimentisphaerales	17	17	11	0.63	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales
BGG_QOSDA	NODE_8217_length_17983_cov_16.9	63860	species	DSYU01 sp011367365	17	15	8	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae;g_DSYU01;s_DSYU01 sp011367365
BGG_QOSDA	NODE_10273_length_14984_cov_109.1	2	superkingdom	Bacteria	18	16	15	1.0	d_Bacteria
BGG_QOSDA	NODE_14323_length_11503_cov_21.2	4495	family	VadinHA17	9	7	5	0.71	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17
BGG_QOSDA	NODE_17962_length_9644_cov_79.4	37140	species	Bact-08 sp003513895	11	10	9	0.9	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_UBA932;g_Bact-08;s_Bact-08 sp003513895
BGG_QOSDA	NODE_22127_length_8220_cov_19.6	3499	genus	Methyloceanibacter	11	11	11	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_QOSDA	NODE_26977_length_7042_cov_14.1	2	superkingdom	Bacteria	5	5	4	0.76	d_Bacteria
BGG_QOSDA	NODE_31391_length_6308_cov_68.1	4496	genus	LD21	7	7	7	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
BGG_QOSDA	NODE_37971_length_5496_cov_37.0	35499	genus	JAAYBF01	7	7	4	0.57	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Thermoleophilaceae;g_JAAYBF01
BGG_QOSDA	NODE_47708_length_4673_cov_18.5	1374	genus	Bradyrhizobium	5	5	5	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Bradyrhizobium
BGG_KOSDC	NODE_19494_length_8898_cov_18.6	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
BGG_KOSDC	NODE_23208_length_8117_cov_10.7	477	family	Sphingomonadaceae	7	7	6	0.76	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae
BGG_KOSDC	NODE_26029_length_7637_cov_10.1	24420	genus	Steroidobacter A	9	8	4	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Steroidobacterales;f_Steroidobacteraceae;g_Steroidobacter A
BGG_KOSDC	NODE_29717_length_7132_cov_11.1	49411	genus	UBA8529	8	8	3	0.59	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_Tenuifilaceae;g_UBA8529
